id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,business_hours,source,latitude,longitude,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,attributes.business_temp_closed,attributes.menu_url,attributes.open24_hours,attributes.waitlist_reservation,price
3qTSOuJ-ZyU1L7o62KHSIg,gio-ranas-really-really-nice-restaurant-toronto,Gio Rana's Really Really Nice Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/Ywy-_lbDd7TJb_KY3HPW9A/o.jpg,False,https://www.yelp.com/biz/gio-ranas-really-really-nice-restaurant-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,236,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.1,[],+14164695225,+1 416-469-5225,881.124117228234,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Yelp,43.665269,-79.319796,43.663335336163,-79.3304189287309,1220 Queen Street East,,,Toronto,M4M 1L7,CA,ON,"['1220 Queen Street East', 'Toronto, ON M4M 1L7', 'Canada']",,,,,$$$
wmTc6sSJxPwSj4NyvgffAw,nodo-leslieville-toronto,Nodo Leslieville,https://s3-media2.fl.yelpcdn.com/bphoto/yRnPCsXWwd06a3viQgRZGQ/o.jpg,False,https://www.yelp.com/biz/nodo-leslieville-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,42,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],+14167924196,+1 416-792-4196,983.9801805237591,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.66311,-79.33162,1192 Queen Street East,,,Toronto,M4M 1L6,CA,ON,"['1192 Queen Street East', 'Toronto, ON M4M 1L6', 'Canada']",,https://www.nodoleslieville.ca/menu,,True,
xZaugWT8VJiMW6IHT2LU8A,dirty-birrias-toronto,Dirty Birrias,https://s3-media1.fl.yelpcdn.com/bphoto/0tV1DomileFZaN8EMR72Rg/o.jpg,False,https://www.yelp.com/biz/dirty-birrias-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,2,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],+16473687277,+1 647-368-7277,270.85730077875735,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.666418,-79.316845,1610 Queen Street E,,,Toronto,M4L 1G2,CA,ON,"['1610 Queen Street E', 'Toronto, ON M4L 1G2', 'Canada']",,https://www.dirtybirrias.com/menu,,,
FXA3Ziwkr9yRce4anWDzzg,anglr-toronto,Anglr,https://s3-media1.fl.yelpcdn.com/bphoto/Mh5g3KtfuXkOw2WXSy9xVA/o.jpg,False,https://www.yelp.com/biz/anglr-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,18,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.3,[],+14164666677,+1 416-466-6677,1402.6467295875902,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1400', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1400', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.66927,-79.33615,1054 Gerrard Street E,,,Toronto,M4M 1Z8,CA,ON,"['1054 Gerrard Street E', 'Toronto, ON M4M 1Z8', 'Canada']",,https://www.anglrto.com/menu,,True,
j_FZzis63iDcPAsisgomTg,la-paella-toronto-2,La Paella,https://s3-media1.fl.yelpcdn.com/bphoto/JJvTnw82m6rFkXxeoq7y8A/o.jpg,False,https://www.yelp.com/biz/la-paella-toronto-2?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,43,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.1,[],+14165461055,+1 416-546-1055,1204.7375372986803,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.6625299,-79.33427,1146 Queen Street E,,,Toronto,M4M 1L1,CA,ON,"['1146 Queen Street E', 'Toronto, ON M4M 1L1', 'Canada']",,,,,
Huo1lJmVkdqvFuLtA74Nhw,casa-di-giorgios-toronto,Casa Di Giorgios,https://s3-media2.fl.yelpcdn.com/bphoto/58J-E9XLEULs9TQr8HyOYg/o.jpg,False,https://www.yelp.com/biz/casa-di-giorgios-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,77,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.7,[],+14166867066,+1 416-686-7066,408.71572448842034,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.6668499,-79.31518,1646 Queen St E,,,Toronto,M4L 1G3,CA,ON,"['1646 Queen St E', 'Toronto, ON M4L 1G3', 'Canada']",,,,,$$
SxvKjtbq5qRlFoXrU8Bo9Q,descendant-detroit-style-pizza-toronto-2,Descendant Detroit Style Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/HE2qwdBtlbPsY3UJnOWB-Q/o.jpg,False,https://www.yelp.com/biz/descendant-detroit-style-pizza-toronto-2?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,465,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,[],+16473471168,+1 647-347-1168,1048.1269215111784,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.662889,-79.332404,1168 Queen Street E,,,Toronto,M4M 1L5,CA,ON,"['1168 Queen Street E', 'Toronto, ON M4M 1L5', 'Canada']",,http://descendantdsp.com/#menu,,,$$
-jPgzLZNArRVIcSpx-iV_g,the-porch-light-toronto,The Porch Light,https://s3-media2.fl.yelpcdn.com/bphoto/82TzH0aQTVWeTEkJIwbF3Q/o.jpg,False,https://www.yelp.com/biz/the-porch-light-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,30,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],+14165516509,+1 416-551-6509,3177.6411345909405,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.6807050652599,-79.2865457385778,982 Kingston Road,,,Toronto,M4E 1S9,CA,ON,"['982 Kingston Road', 'Toronto, ON M4E 1S9', 'Canada']",,http://porchlighttoronto.com/#menu,,,
sa3VEZBRrKGiIfkQvuNbww,wynona-toronto-2,Wynona,https://s3-media4.fl.yelpcdn.com/bphoto/UzBGKKFr4H-D_Re8dBIAAA/o.jpg,False,https://www.yelp.com/biz/wynona-toronto-2?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,63,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.3,[],+14167785171,+1 416-778-5171,2000.6750269874422,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.66706,-79.34454,819 Gerrard Street E,,,Toronto,M4M 1Y8,CA,ON,"['819 Gerrard Street E', 'Toronto, ON M4M 1Y8', 'Canada']",,,,,
0tA-dLoTEJRMi1Sv9RtBVA,paradise-grotto-toronto,Paradise Grotto,https://s3-media3.fl.yelpcdn.com/bphoto/i5fKIcNtaanhn8wVQy8wwg/o.jpg,False,https://www.yelp.com/biz/paradise-grotto-toronto?adjust_creative=FVryWZWjLjhEL75ijD2owg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FVryWZWjLjhEL75ijD2owg,8,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'tikibars', 'title': 'Tiki Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.6,[],,,5969.958970281152,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Yelp,43.665269,-79.319796,43.648053177358186,-79.39008610206244,270 Adelaide St W,Unit 101,,Toronto,M5V 2E2,CA,ON,"['270 Adelaide St W', 'Unit 101', 'Toronto, ON M5V 2E2', 'Canada']",,,,,
